,ID,Review URL,Text,Star,Thumbs Up,User Name,Developer Reply,Version,Review Date,App ID,review_score,predicted_semantics,user_semantics
258,5217,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE1tZtXYjKMBk7IVNMJGnmuQOaaYZ1JxNztiGieGHGJblHpUwgYA6GeSMoeAScQf1Whlp_TY4jaI-tDcAk,It is the best app for browsing,1,0,Favour Nwaejikoma,,56.0.2924.87,2020-12-21,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9995538592338562}]",POSITIVE,NEGATIVE
291,5251,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFVZ1m9gQyQTGAzgBtIGKGC1jVbT-3-3LydI_XSIQB0HIqd95vNpLwWBYhxvIYfpuLhSP5wvl2shucWeus,Ok,1,0,Rajesh Prabhu,,76.0.3809.111,2020-12-21,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9997851252555847}]",POSITIVE,NEGATIVE
310,5842,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEYlspxjUosomPFeodvhH76GQusL9FHFsp-44k7SguXrEUckePcebnyP8mUQA6rZGX5ayXz4U0gz_CW2sc,Best,1,0,Vasava Govindbhai,,67.0.3396.87,2020-12-22,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9997941851615906}]",POSITIVE,NEGATIVE
312,5844,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGf1DHgLVB8MYo_AMj9JCBpBp31NGREk-lSsvt5Zv0vXM5vJGNXLe77wGumcF01MqgLSvEA_eKHoM6E5PY,Good,1,0,Prem Kumar,,80.0.3987.99,2020-12-22,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
315,5847,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG0Ar7hmsN0GQxNQ1X4X4LXgvUu__uh9SMarL3y4XG2OTeos7wAOYZ_AvgmZK-0yfywuekuZOm5hmy2m2U,Nice,1,0,harsh pandey,,87.0.4280.101,2020-12-22,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998552799224854}]",POSITIVE,NEGATIVE
325,5859,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH8pDfzEGTyUAhR4aJl_ceB8Nvgl5rBdOFTDvzeat5JNlsus7-ZnIcXbIQt0VJUywoYZlZK1aNRMGp80ZY,"Drew,t",2,0,Kuldeep Choudhary,,72.0.3626.121,2020-12-22,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9159702658653259}]",POSITIVE,NEGATIVE
351,5885,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHG9X01fLtddQYs3ZsqzwCNiwmV62sAfXodyewfwzC62g-OYKe6V3HSbbC1CwDlYcMxnKrKnZZJSd7ECa0,Ghoul,1,0,Sabjan Sayd,,36.0.1985.135,2020-12-22,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9524049758911133}]",POSITIVE,NEGATIVE
364,5898,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEeYI_kkhahEPnGYhX0iTGsAcxaKq8xpVaJ0nY9YpdoAvjBdnsZmfb9vp19MRlxWjJ2Z9gNy_So51g7SCg,Cant update,1,0,Silvestrs Aispurs,,81.0.4044.138,2020-12-22,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9424488544464111}]",POSITIVE,NEGATIVE
389,5923,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFcGWDQEZacmxOD3dyhdzTNx17IcNbFrNVnuhRqY7mt0TBOuYIzLf1XmYV2ai7XS4SSwQhfNXkxIJYh_II,Good,1,0,Thobani Kave,,87.0.4280.101,2020-12-22,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
417,8524,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHU3fSPc0_LkTyisK9ES66cyWaiPc426lFbG_5w6WZWDjzZEs-orro-MOWx7OdB5S4AOdLjkoFB6tVzot8,Wont let me update,1,0,Rachel Souza,,85.0.4183.127,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9947029948234558}]",POSITIVE,NEGATIVE
424,8531,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHwHkZbl-Eo1ULab854cbiKE6QDaiAppPCU81ctMjngr-XrAsKPVF1AWHL6pYgxu8A5OqLag4tDSYa1qeo,Good,1,0,Hina Nayka,,83.0.4103.101,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
430,8537,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEJJyOKnYTMcJRaqHv4W-Eid5nH-fMoADhHvzeNCPOjuEqqmwk91HQ7RmXt9c2PGhh2kmlHRxsc5NSfPyo,Good work is browser,2,0,SACHENDRA KUMAR,,87.0.4280.101,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9997419714927673}]",POSITIVE,NEGATIVE
447,8554,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHNtU-KPtXRMpFKwBziy721lB7x32SKohKtNWlRxBzIvyUUByaElObJnNLx8h8ov9_40vnkkx1QXJbcKJk,Supar,2,0,Mahananda Wadekar,,85.0.4183.127,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.8584699630737305}]",POSITIVE,NEGATIVE
499,8607,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHcssa1F7vhD-UBUkFOdT7eCuICFvvANQLSKdds8lHB7mM1lgbfiV7hIw1djJBluWEKi3tJBTlWzRYYfh0,It's not update facing problem.,1,0,R Bisht,"Hey Bisht, thanks for reaching out! We are aware of reports of this behavior, and have shared more information in our community help forum: https://goo.gle/3okKrmP. Thanks!
",83.0.4103.101,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9898562431335449}]",POSITIVE,NEGATIVE
540,12599,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGiEhZv3BAYUY5QTibT0uPde3Vtl9lzqZ0cvlZvgCYNcMV-VSp5yh91tc0TEQ55zYCHKBAlsYfEJI4y8tA,IT IS GOOD FOR GAMING,1,0,sarika kumari,,72.0.3626.121,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998623132705688}]",POSITIVE,NEGATIVE
559,12618,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGi-Szc1gZDmAFPOFTANZnKlf4ZnDeBFltfZ5xueXeVFsczfOvZU-_0jwmQH5ztPcKEMdLXoixcgZOOtS4,Super,2,0,Santosh wagh,,85.0.4183.101,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.998783528804779}]",POSITIVE,NEGATIVE
575,12635,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGRyHGvhuqP0uqz5eie60V57e1T1aL5zFNznoM5kvGd4XpX_to_Gj02SqJSw71_J6-QjyJ5QNYX5jA_us0,Nice app,2,0,M.Huzaifa Khalil,,62.0.3202.84,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998061060905457}]",POSITIVE,NEGATIVE
576,12636,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG9wFbNBKSF8bxPrx3uHvdtCLAu4CrANo9T9xBYyQUKCWNXKPPfNduignBykFj0fypqbcwW8chklgNKf5M,Nic,1,0,Vikram Deogam,,74.0.3729.136,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9977141618728638}]",POSITIVE,NEGATIVE
600,20365,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH4xr7FrV2dnUeJUjgdofEGeGojAqM75WKsu_VvmCjKHPjkuw2YZp-rumNmn66MSK4VYHQS0jNvyHTXVp0,Perfect app,2,0,RaVen,,83.0.4103.106,2020-12-25,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998340606689453}]",POSITIVE,NEGATIVE
622,20387,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFdetuwn6o0MbOFmBhTH2eJpRFniHl2s4bGlSPPanx5SQPbMCv6y6eeRt0orULC9XFWIJU2IE7dZHe1oeA,Please collect information on yourselves and let me live and do as I wish without you feeling the need to know my every thought or action or reaction.. in other words don't be evil... Just do you boo,1,0,Scott T Freebird,,70.0.3538.110,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9963452219963074}]",POSITIVE,NEGATIVE
631,20396,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEid6clbYj_Uxbc5x3YEhRwAL-QuHJIMB13-pLz8qHjobomdjrpZE8AHgiRCtlIsXH5OnulkIeieNSXeOA,Lake,1,0,Ashutosh Prasad,,85.0.4183.127,2020-12-24,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9967545866966248}]",POSITIVE,NEGATIVE
703,24318,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGTZ0S9CWF1aTI5EDbGoOBt2iCVnv8vFlJnCEZdtZBWLCs2GrOCEvq8cQNpNcy3KVADPShxem5v0r7QxTA,"The update won't download, and from the other reviews it's probably a good thing!",1,0,Gordon Graham,,87.0.4280.101,2020-12-26,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9988699555397034}]",POSITIVE,NEGATIVE
763,24379,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHEHwYPS9CEbE8rg-QuKM8RN-h6r9FwGikJIli7VZ89tcDr_VV8zRwK7BG-SOS4bebNP_DRXcWz9gei4r8,Nice,2,0,Raushan Singh bai drabad 8539,,42.0.2311.111,2020-12-25,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998552799224854}]",POSITIVE,NEGATIVE
775,24391,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFRPyqHBt_T4NkebxSdn0sCsIKLrigCMGeqd8y2Zb-lr3ub-JmZAeQ4v64MlloYBCBKkknj7TR46PmrHcg,Good,1,0,Jove Regalario,,81.0.4044.138,2020-12-25,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
807,31574,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFEjb9NVdkDPBqmA57AV2Jr34MWXf13NOaUfWEEqQUcGNM2QnG_fLleBMDVeFqIrj3lmUc_neJ-Pnta0ic,Good serving,1,0,edgardo apilado,,40.0.2214.109,2020-12-27,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998446702957153}]",POSITIVE,NEGATIVE
822,31589,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHVgKKh62WwrxtsLuvBleF9Q541601ycS8ctvLS26Fm1ahN55h7MC4JC6ghFT8PMTgzynCX6o0doE3fDXs,Fresh,1,0,qalab Abbas607607,,87.0.4280.101,2020-12-27,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998635053634644}]",POSITIVE,NEGATIVE
833,31600,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFoCWzVBkRuE-bqxe7yD7onbC9oMEUzKA6qk_Cv45MQGuy0cNDxvwxzt5ga54HGHqW-l_7CyJO7mrSE7Sg,Nice,2,0,Padma bc Padma,,83.0.4103.101,2020-12-26,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998552799224854}]",POSITIVE,NEGATIVE
835,31602,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGcNL5hEEok9Wi_VOumqK4bfBpUrwr5IbcBxmSQf0px-0fW4Z63MvgG6e1DsSoyLOrf522hiXQAdtRcwhY,Excellent,1,0,Hayatudeen Rabiu,,70.0.3538.110,2020-12-26,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998434782028198}]",POSITIVE,NEGATIVE
844,31611,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEpkpCPP4fphCS4k5rUQiXRhkcp4nEQqLwEG-5JKjqvxcqf4W9P0kN6sDcY5XV54nAJe2-BCXMDJXfbIQs,Good,2,0,BHUWAN HANSDA,,87.0.4280.101,2020-12-26,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
860,31627,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEeIW4F13GRRCzRwWQkI8Ls1CUnnXk29kd7rMaaaeIbbGuJTaqNWb-E8Wquy7qSUvKWKNoX7f7iP4Tap7w,Good,2,0,Donatus Nestory,,87.0.4280.101,2020-12-26,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
894,31662,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG2KEOD84LV7z5Sv6JZA8pfRVW3vaU9eQ-Y2HFq905IJJ3TMm-whE3TCdKnklfty3d7JIOK8662MGwFW1E,It wont up date,1,0,Tammy Holley,,86.0.4240.99,2020-12-26,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998602867126465}]",POSITIVE,NEGATIVE
928,36577,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHK0JvW6q_wumavaJtOwZIMBhZbS2_N7-GE51ulzOLrj2qtWOl5pASKk5TD0P4D9NPdkrb-KofS9dzLRU4,Tak boleh update,1,0,Idola Makele,,87.0.4280.101,2020-12-27,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.926080048084259}]",POSITIVE,NEGATIVE
937,36586,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF9ehqE5U3ZVwOXEVcXfLJJaaA1o78-WL6WXGjY8_aNZsFRWueeBJTbrgyfzv_gigvg0tqbamILWkPdss4,Do not like many issues it was ok before but recentlyit just wont work properly I,1,0,misty eyes,,87.0.4280.101,2020-12-27,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9970543384552002}]",POSITIVE,NEGATIVE
942,36591,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEaECEt8LDxox7-oWdHn1qEpireH5XWXo3HfBCPEcKK8P4QzpvWYiqx_Ml8fnvQS1I_71PCnpCpBTJb5A4,Awesome browser stores all the things necessary to make navigation alot faster and easier. Pretty much knows what I'm going to be looking for as soon as i start typing cant recommend it enough. Except its a pain to update because you need to uninstall it but now it's not even letting me do that,2,7,No One,,87.0.4280.101,2020-12-27,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.5461214780807495}]",POSITIVE,NEGATIVE
998,40301,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHHtloC48n2iYnHK15l1cq0vIMQSHeFSZbt03Pn4yxdpspFHuYLhd3rMfnFetDyk61IwQQqrALXzVavij8,Cool app,1,0,ALVAN IHESIABA,,63.0.3239.111,2020-12-29,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.999824583530426}]",POSITIVE,NEGATIVE
1075,40379,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHBAg01LrYa-JVyTH4a-W4R6jAUl-KfmdM6u3dkb_e4QukARM4AgbZGzF7zLkZHiollQ-nscnG2R1kSmIE,Works great when you're standing right be router!,2,0,Lisa Koss,,83.0.4103.106,2020-12-28,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998315572738647}]",POSITIVE,NEGATIVE
1098,47434,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE0htZcPYa8DF3Xv8dnqrvVx8K_G7zWfKwgvsOGUb2uagYIQ87UIRVvt7R--0E_xJYjnobFYEBvJXosro8,This is good app but Not update please help,1,0,SHIVRAJ PAWAR,,86.0.4240.198,2020-12-30,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.7550063133239746}]",POSITIVE,NEGATIVE
1113,47451,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEOU4yXXJYgAScylB68ooBGjz30wZdCSK7coF5GGydqhTRXPXUIYlBmL6PqFvbPM_xDtTTZLsaQKsr8J7I,Nice n fast,1,0,Roshan Krishna,,87.0.4280.101,2020-12-30,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998292922973633}]",POSITIVE,NEGATIVE
1138,47475,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHVhZePJCZiv1Rai6FqAKFX1H7xo_YZD4zgkzuXBV202ulqwr7vvdo6GE51ykv_9KahfkqrNBRtPhpAxtI,jelek,1,0,꧁ʀɪᴢᴀ ɴᴜʀ ꜰᴀɪᴢᴀ꧂,,55.0.2883.91,2020-12-29,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9915082454681396}]",POSITIVE,NEGATIVE
1145,47483,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE8VnGfLFdOF9jSh7lVGzrRV4r_7FpaIrWD7ODuKd2qaB4z0u01ti_ZhX55fuEwMNn9ST9HALT4_ItdKT8,Good,1,0,BALAJI INGALE,,87.0.4280.101,2020-12-29,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",POSITIVE,NEGATIVE
1200,48234,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFbvfEomT41AbvqF05UY7MACemHpLpt39M5Z0duTC_fru8b5tktUXh9R4oeVOXqS6Rbw2Vp6oH8auPuvPQ,we yet,1,0,Daniel Lartey,,80.0.3987.99,2020-12-31,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9802887439727783}]",POSITIVE,NEGATIVE
1243,48278,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEoI_davDf3rNkWQwMDjrYkQgWeL8YSQh_eG9SpB3kzOwhOuI4be-Qbjpik7xvS0ooUlHaM5ZQ9UdTQK_E,Chrome keeps closing,1,0,Edward Howell,,87.0.4280.101,2020-12-30,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9921254515647888}]",POSITIVE,NEGATIVE
1250,48285,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHmaxUfVGmUt6zYuGx0aYTAbfwqEItSdjqQddvJx1ZxJXd9LPFk42ECbWCXuJiX5TprCBFweWkyI1FbBac,3yeats,1,0,sanjay desai,,70.0.3538.110,2020-12-30,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.8676081895828247}]",POSITIVE,NEGATIVE
1260,48297,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEKTMQgG8aulLHIFs64AV54jh8riL-X8-yWkvbAOnG-V1Nti_qCjNjV41o-51cGau9Pzexu8cL3VZ01kVU,Along try,1,0,Amjad Khan,,43.0.2357.93,2020-12-30,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9012138247489929}]",POSITIVE,NEGATIVE
1261,48298,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGrVwUEEQpoLFjRJRN1dM3NVk8OoAPuFqJ3nxxm0pXxLtlUygBqZTxNFl6eDnMTE5tum22M7LQXYoASgpU,"Wont update, ever!",1,0,Paula Walter,,85.0.4183.101,2020-12-30,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9997687935829163}]",POSITIVE,NEGATIVE
1310,57420,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGKBN3Awm8-kD5_4Cwiyab1P5JhbkeyyRM9vSNi5K51ytMJPLYYJbHiQrBbAMo-dAE1B2XD_23e_3chHF8,Wont update,1,0,Total Khaos,,86.0.4240.198,2021-01-01,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998043179512024}]",POSITIVE,NEGATIVE
1314,57424,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE_0-8BYjJh1_iAD-1kuzS_R8DDA0IIxScKvDBxIIjh0zXgpHqZWY4t_SbbRH-LJXRDPk-waOWaZ5X46UA,Nice,1,0,Troy Pellew,,87.0.4280.101,2021-01-01,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9998552799224854}]",POSITIVE,NEGATIVE
1326,57436,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH98C3gWPkzeLyzD6ugRS7CiuLXxbRsGi2EthwNsN6pXgQML4u5Gj_AiPYZywtY4QSqDAWhYfOGA-Yslzk,Keep trying to update but wont update.,1,0,ian mcguire,,80.0.3987.99,2020-12-31,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9662490487098694}]",POSITIVE,NEGATIVE
1358,57468,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF87BYyopvhOnQco2vc6UeUP8WWvXPcHuFbNX6NVQpAMnECy9jTAx1K8u9XpY2Ofe4eAXIR9Pz_VuOl74c,It tracks my search history.,2,0,ghostdogg36,,87.0.4280.66,2020-12-31,com.android.chrome,"[{'label': 'POSITIVE', 'score': 0.9588485956192017}]",POSITIVE,NEGATIVE
